utc_timestamp,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,KV
2010-01-01 00:00:00,527.4594594594594,5489.0,1160.0,9578.0,3735.0,5768.0,5851.0,49404.3956,3673.0,955.0,22843.0,10768.0,59840.0,36627.5979,4555.0,1692.0,3696.0,3312.1212,24818.0,1041.9355,466.0,654.0,415.0,952.0,10752.0,17898.0,13368.0,5410.0,5428.0,4786.0,18478.0,844.0,2738.0,850.8444444444444
2010-01-01 01:00:00,489.7837837837837,5241.0,1081.0,9146.0,3519.0,5542.0,5788.0,47645.0549,3528.0,932.0,21297.0,10571.0,57602.0,36128.4124,4228.0,1584.0,3354.0,3045.4545,23361.0,991.3978,449.0,625.0,393.0,884.0,10172.0,17671.0,12701.0,5075.0,5204.0,4534.0,18177.0,792.0,2604.0,806.0444444444445
2010-01-01 02:00:00,455.43243243243234,4906.0,1031.0,8635.0,3372.0,5374.0,5610.0,45689.011,3391.0,934.0,19972.0,10516.0,54359.0,35745.5876,3970.0,1481.0,3131.0,2804.0404,22179.0,955.914,436.0,618.0,368.0,822.0,9581.0,17500.0,12235.0,4746.0,4999.0,4189.0,18002.0,747.0,2521.0,744.7111111111111
2010-01-01 03:00:00,432.71621621621614,4785.0,988.0,8252.0,3198.0,5169.0,5551.0,44218.6813,3302.0,907.0,19002.0,10553.0,52507.0,35188.5979,3842.0,1435.0,3011.0,2605.0505,21444.0,946.2366,423.0,622.0,350.0,781.0,9206.0,17362.0,11950.0,4501.0,4945.0,3892.0,17897.0,725.0,2491.0,691.9111111111112
2010-01-01 04:00:00,418.8648648648648,4831.0,983.0,8039.0,2987.0,5106.0,5379.0,43017.5824,3297.0,904.0,18648.0,10711.0,52218.0,34272.0722,3816.0,1420.0,2997.0,2457.5758,21376.0,954.8387,420.0,652.0,333.0,756.0,9139.0,17470.0,11786.0,4339.0,4857.0,3753.0,18042.0,729.0,2485.0,667.2
2010-01-01 05:00:00,410.55405405405395,4724.0,979.0,7953.0,2987.0,4813.0,5324.0,41115.3846,3391.0,908.0,18648.0,10596.0,52272.0,35296.1649,3789.0,1445.0,3033.0,2380.8081,21937.0,967.7419,400.0,655.0,332.0,741.0,9318.0,17929.0,11716.0,4243.0,4748.0,3677.0,18441.0,754.0,2477.0,653.6888888888889
2010-01-01 06:00:00,390.05405405405395,4941.0,994.0,7585.0,2971.0,4525.0,5293.0,40487.9121,3501.0,926.0,18962.0,10767.0,52656.0,41173.7423,3873.0,1434.0,3048.0,2372.7273,22321.0,955.914,411.0,638.0,329.0,704.0,9610.0,18196.0,11554.0,4214.0,4626.0,3655.0,18870.0,780.0,2444.0,649.7777777777778
2010-01-01 07:00:00,409.99999999999994,5190.0,1069.0,7584.0,3083.0,4286.0,5246.0,40746.1538,3589.0,927.0,18709.0,10741.0,52307.0,48843.5258,4272.0,1471.0,3109.0,2363.6364,22396.0,980.6452,415.0,677.0,353.0,740.0,9891.0,18487.0,11398.0,3976.0,4730.0,3863.0,19061.0,805.0,2497.0,686.7555555555556
2010-01-01 08:00:00,446.01351351351343,5557.0,1180.0,7789.0,3231.0,4475.0,5642.0,42746.1538,3681.0,963.0,18647.0,10828.0,54262.0,50980.0206,4717.0,1617.0,3279.0,2261.6162,23855.0,1033.3333,419.0,712.0,383.0,805.0,10251.0,18648.0,11866.0,3982.0,4819.0,4179.0,19190.0,879.0,2604.0,742.9333333333334
2010-01-01 09:00:00,475.93243243243234,5920.0,1252.0,8168.0,3387.0,4687.0,6048.0,45037.3626,3915.0,989.0,19797.0,11030.0,56853.0,52848.2165,5112.0,1774.0,3452.0,2452.5253,25562.0,1076.3441,445.0,732.0,409.0,859.0,10912.0,19058.0,12326.0,4337.0,4877.0,4417.0,19668.0,956.0,2737.0,785.2444444444445
2010-01-01 10:00:00,482.581081081081,6206.0,1308.0,8605.0,3466.0,4616.0,6178.0,47863.7363,4077.0,999.0,21227.0,11162.0,59228.0,53031.0412,5165.0,1882.0,3573.0,2776.7677,27134.0,1094.6237,472.0,726.0,432.0,871.0,11450.0,19562.0,12763.0,4799.0,4948.0,4606.0,20041.0,1002.0,2777.0,818.8444444444444
2010-01-01 11:00:00,488.1216216216215,6111.0,1320.0,8882.0,3386.0,4878.0,6338.0,49635.1648,4156.0,1000.0,22046.0,11247.0,62647.0,53202.1753,4827.0,1890.0,3648.0,3057.5758,27487.0,1094.6237,487.0,732.0,443.0,881.0,11681.0,19807.0,13221.0,5184.0,4966.0,4649.0,20242.0,1006.0,2718.0,826.4888888888889
2010-01-01 12:00:00,524.135135135135,6020.0,1337.0,8876.0,3325.0,5062.0,6438.0,49457.1429,4162.0,1009.0,23149.0,11360.0,60535.0,53184.5876,4236.0,1823.0,3634.0,3276.7677,26108.0,1088.172,482.0,743.0,436.0,946.0,11708.0,19862.0,13641.0,5243.0,4952.0,4582.0,20283.0,978.0,2729.0,814.5777777777778
2010-01-01 13:00:00,533.554054054054,5935.0,1352.0,8686.0,3208.0,4999.0,6538.0,48915.3846,4183.0,1034.0,23161.0,11698.0,58428.0,52741.3093,4113.0,1760.0,3657.0,3325.2525,25274.0,1092.4731,475.0,789.0,429.0,963.0,11653.0,19988.0,13761.0,4972.0,5017.0,4506.0,20526.0,956.0,2724.0,801.0666666666667
2010-01-01 14:00:00,535.7702702702702,5964.0,1369.0,8527.0,3209.0,5038.0,6698.0,49108.7912,4263.0,1143.0,21892.0,12272.0,57842.0,52665.3299,4289.0,1741.0,3682.0,3262.6263,25406.0,1202.1505,473.0,886.0,445.0,967.0,11598.0,20252.0,14037.0,4880.0,5226.0,4564.0,21236.0,945.0,2732.0,811.3777777777779
2010-01-01 15:00:00,555.1621621621621,6343.0,1487.0,8517.0,3458.0,5164.0,6887.0,51724.1758,4625.0,1157.0,21591.0,12375.0,58755.0,52164.4227,4849.0,1932.0,4014.0,3228.2828,26770.0,1313.9785,484.0,915.0,470.0,1002.0,11951.0,20862.0,15511.0,4852.0,5911.0,5033.0,21971.0,1011.0,2874.0,894.7555555555556
2010-01-01 16:00:00,582.3108108108107,6760.0,1551.0,9275.0,4073.0,5345.0,6857.0,55428.5714,4966.0,1144.0,22436.0,12444.0,64178.0,54086.9072,5520.0,2092.0,4153.0,3537.3737,30377.0,1327.957,519.0,922.0,484.0,1051.0,13422.0,20731.0,15883.0,4927.0,6168.0,5291.0,22049.0,1085.0,3010.0,940.6222222222223
2010-01-01 17:00:00,576.2162162162161,6800.0,1515.0,9590.0,4298.0,5475.0,6807.0,56505.4945,4918.0,1152.0,25632.0,12444.0,66807.0,58107.3402,5643.0,2111.0,4129.0,3921.2121,31300.0,1322.5806,531.0,910.0,483.0,1040.0,13841.0,20626.0,15912.0,5895.0,6120.0,5221.0,21736.0,1095.0,3024.0,928.1777777777778
2010-01-01 18:00:00,563.4729729729729,6654.0,1522.0,9541.0,4271.0,5378.0,6698.0,55330.7692,4657.0,1127.0,26933.0,12269.0,67192.0,57333.5361,5637.0,2122.0,4126.0,3877.7778,31515.0,1296.7742,526.0,878.0,487.0,1017.0,13744.0,20402.0,16046.0,6180.0,6013.0,5216.0,21276.0,1094.0,3021.0,927.2888888888889
2010-01-01 19:00:00,559.0405405405404,6362.0,1469.0,9396.0,4148.0,5426.0,6591.0,53406.5934,4392.0,1106.0,27744.0,12075.0,65885.0,55122.5567,5436.0,2098.0,4118.0,3739.3939,31189.0,1251.6129,510.0,859.0,484.0,1009.0,13483.0,19958.0,15726.0,6279.0,5816.0,5221.0,20732.0,1065.0,3016.0,928.1777777777778
2010-01-01 20:00:00,549.0675675675675,5951.0,1402.0,9277.0,3936.0,5412.0,6330.0,52209.8901,4139.0,1055.0,28287.0,12653.0,63939.0,51830.3711,5118.0,2120.0,4049.0,3557.5758,30088.0,1177.4194,494.0,792.0,473.0,991.0,12968.0,19785.0,15097.0,6313.0,5612.0,5044.0,20043.0,1003.0,2956.0,896.7111111111111
2010-01-01 21:00:00,557.3783783783782,6139.0,1334.0,9995.0,3963.0,5571.0,6118.0,53262.6374,3897.0,1014.0,28415.0,12284.0,67290.0,47483.3608,5013.0,2080.0,3920.0,3447.4747,28238.0,1096.7742,526.0,731.0,467.0,1006.0,12239.0,19044.0,14539.0,6189.0,5249.0,4918.0,19427.0,947.0,2893.0,874.3111111111111
2010-01-01 22:00:00,547.4054054054053,5683.0,1222.0,10299.0,3774.0,5429.0,5898.0,50935.1648,3684.0,964.0,26585.0,11774.0,65746.0,42231.4845,4670.0,1864.0,3745.0,3305.0505,26316.0,1024.7312,512.0,663.0,453.0,988.0,11335.0,18533.0,13448.0,6040.0,4984.0,4760.0,18721.0,853.0,2789.0,846.2222222222223
2010-01-01 23:00:00,510.83783783783775,5371.0,1118.0,9787.0,3456.0,5578.0,5732.0,48056.044,3430.0,922.0,24114.0,11393.0,61915.0,37562.8866,4275.0,1664.0,3420.0,3382.8283,23844.0,968.8172,484.0,628.0,427.0,922.0,10383.0,18172.0,12558.0,5631.0,4781.0,4567.0,18119.0,778.0,2682.0,811.9111111111112
2010-01-02 00:00:00,460.9729729729729,5064.0,1016.0,9187.0,3304.0,5649.0,5613.0,45765.9341,3264.0,895.0,21635.0,11167.0,61902.0,37337.3608,4212.0,1508.0,3163.0,3108.0808,22157.0,930.1075,460.0,613.0,396.0,832.0,9644.0,17776.0,11945.0,5201.0,4666.0,4265.0,17786.0,727.0,2550.0,758.2222222222223
2010-01-02 01:00:00,423.85135135135124,4880.0,967.0,8730.0,3101.0,5761.0,5650.0,44560.4396,3171.0,883.0,19747.0,11112.0,60036.0,36929.9278,4002.0,1412.0,2955.0,2779.798,21192.0,921.5054,443.0,611.0,365.0,765.0,9307.0,17681.0,11666.0,4691.0,4594.0,3969.0,17688.0,701.0,2521.0,705.6
2010-01-02 02:00:00,397.25675675675666,4725.0,935.0,8398.0,2859.0,5756.0,5626.0,43894.5055,3153.0,902.0,18754.0,11107.0,58091.0,36285.3093,3845.0,1368.0,2869.0,2565.6566,20792.0,919.3548,437.0,629.0,350.0,717.0,9168.0,17605.0,11577.0,4441.0,4562.0,3747.0,17762.0,693.0,2519.0,666.1333333333333
2010-01-02 03:00:00,385.0675675675675,4811.0,934.0,8174.0,2835.0,5531.0,5686.0,43914.2857,3180.0,916.0,18446.0,11204.0,57689.0,35497.3299,3841.0,1363.0,2894.0,2428.2828,20786.0,935.4839,434.0,665.0,338.0,695.0,9183.0,17708.0,11643.0,4343.0,4616.0,3649.0,17831.0,695.0,2499.0,648.7111111111111
2010-01-02 04:00:00,387.2837837837837,5104.0,956.0,8157.0,2918.0,5517.0,5647.0,43520.8791,3263.0,945.0,18733.0,11468.0,58923.0,34403.6701,4024.0,1421.0,3018.0,2331.3131,21432.0,975.2688,442.0,704.0,344.0,699.0,9310.0,17834.0,11895.0,4269.0,4732.0,3614.0,18049.0,724.0,2522.0,642.4888888888889
2010-01-02 05:00:00,403.9054054054053,5333.0,1025.0,8313.0,2928.0,5369.0,5856.0,42882.4176,3453.0,990.0,19945.0,11376.0,60492.0,35082.6186,4096.0,1559.0,3251.0,2297.9798,23265.0,1039.7849,436.0,768.0,349.0,729.0,9769.0,18063.0,12512.0,4285.0,4820.0,3804.0,18601.0,799.0,2593.0,676.2666666666667
2010-01-02 06:00:00,416.0945945945945,5907.0,1110.0,8333.0,3117.0,4903.0,6080.0,45597.8022,3735.0,1045.0,21403.0,11766.0,63008.0,40671.9381,4259.0,1667.0,3411.0,2341.4141,25248.0,1094.6237,460.0,799.0,364.0,751.0,10555.0,18457.0,13003.0,4400.0,4883.0,3944.0,19210.0,904.0,2632.0,701.1555555555556
2010-01-02 07:00:00,455.43243243243234,6330.0,1231.0,8776.0,3403.0,5098.0,6264.0,49310.989,4039.0,1075.0,22904.0,11866.0,64656.0,48338.7835,4686.0,1806.0,3628.0,2440.404,27028.0,1145.1613,482.0,866.0,395.0,822.0,11595.0,19246.0,13589.0,4436.0,5144.0,4313.0,19785.0,996.0,2753.0,766.7555555555556
2010-01-02 08:00:00,495.8783783783783,6734.0,1359.0,9348.0,3773.0,5072.0,6756.0,52976.9231,4269.0,1148.0,24728.0,11966.0,67281.0,50436.2887,5057.0,1973.0,3880.0,2469.697,29506.0,1212.9032,505.0,887.0,427.0,895.0,12777.0,19788.0,14643.0,4592.0,5323.0,4653.0,20398.0,1099.0,2933.0,827.2
2010-01-02 09:00:00,520.2567567567567,6939.0,1420.0,9781.0,3925.0,5215.0,7088.0,55030.7692,4428.0,1160.0,27421.0,11990.0,67991.0,51575.9175,5345.0,2086.0,4055.0,2811.1111,30311.0,1255.914,522.0,887.0,448.0,939.0,13533.0,20412.0,15395.0,5188.0,5366.0,4904.0,21013.0,1145.0,3045.0,871.8222222222223
2010-01-02 10:00:00,526.9054054054053,7120.0,1435.0,10011.0,4021.0,5172.0,7161.0,56764.8352,4447.0,1165.0,28187.0,11951.0,68475.0,52038.4639,5479.0,2155.0,4146.0,3150.5051,30362.0,1260.2151,537.0,884.0,451.0,951.0,13830.0,20596.0,15790.0,5530.0,5410.0,5023.0,21293.0,1205.0,3135.0,892.9777777777778
2010-01-02 11:00:00,532.4459459459458,7003.0,1443.0,10186.0,4018.0,5422.0,7309.0,57425.2747,4426.0,1151.0,27911.0,11941.0,70187.0,52218.5361,5523.0,2159.0,4209.0,3344.4444,30154.0,1252.6882,537.0,880.0,459.0,961.0,13878.0,20587.0,15959.0,5724.0,5396.0,5093.0,21173.0,1174.0,3109.0,905.4222222222222
2010-01-02 12:00:00,581.7567567567567,6956.0,1493.0,10140.0,3913.0,5589.0,7336.0,56527.4725,4346.0,1150.0,28225.0,11955.0,67004.0,52301.7629,5147.0,2114.0,4166.0,3470.7071,29012.0,1230.1075,522.0,881.0,470.0,1050.0,13733.0,20329.0,16292.0,5957.0,5396.0,5081.0,21080.0,1170.0,3079.0,903.2888888888889
2010-01-02 13:00:00,593.3918918918918,6906.0,1516.0,9958.0,3836.0,5457.0,7363.0,55826.3736,4319.0,1179.0,28163.0,12334.0,64802.0,51896.9072,5082.0,2090.0,4199.0,3451.5152,28839.0,1229.0323,516.0,935.0,479.0,1071.0,13604.0,20193.0,16173.0,5874.0,5414.0,5029.0,21165.0,1147.0,3050.0,894.0444444444445
2010-01-02 14:00:00,588.9594594594594,6963.0,1540.0,9860.0,3870.0,5475.0,7475.0,55998.9011,4436.0,1294.0,27387.0,12943.0,63774.0,51964.2268,5235.0,2070.0,4248.0,3408.0808,29048.0,1341.9355,510.0,1054.0,481.0,1063.0,13464.0,20358.0,16449.0,5950.0,5680.0,5087.0,21879.0,1113.0,3095.0,904.3555555555556
2010-01-02 15:00:00,597.2702702702702,7284.0,1596.0,9944.0,4116.0,5575.0,7609.0,57793.4066,4837.0,1298.0,27033.0,13155.0,64778.0,51978.2165,5803.0,2248.0,4547.0,3448.4848,30773.0,1451.6129,528.0,1049.0,498.0,1078.0,13998.0,20798.0,17799.0,5935.0,6295.0,5443.0,22817.0,1188.0,3289.0,967.6444444444445
2010-01-02 16:00:00,617.7702702702702,7608.0,1659.0,10776.0,4545.0,6063.0,7606.0,62904.3956,5308.0,1285.0,27584.0,13279.0,71590.0,54271.2784,6400.0,2391.0,4589.0,3840.404,35129.0,1441.9355,576.0,1053.0,514.0,1115.0,15116.0,21328.0,18105.0,6048.0,6454.0,5640.0,22989.0,1243.0,3307.0,1002.6666666666667
