utc_timestamp,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,KV
2013-01-01 00:00:00,683.7027027027026,6376.0,1348.0,8096.0,4388.8889,5995.0,5618.0,38617.5824,3339.0,844.0,22974.0,9751.0,57243.0,34044.7957,4814.0,1748.0,3639.0,2806.0,25999.0,1005.0,417.0,645.0,430.0,1234.0,10600.0,14741.0,13134.0,4750.0,5779.0,5580.0,14610.0,1161.0,2785.0,992.0
2013-01-01 01:00:00,634.9459459459458,6112.0,1269.0,7607.0,4166.6667,5790.0,5574.0,37058.2418,3118.0,812.0,21382.0,9539.0,54377.0,33371.3333,4451.0,1627.0,3359.0,2584.0,24567.0,960.0,401.0,616.0,404.0,1146.0,10051.0,14555.0,12475.0,4557.0,5560.0,5288.0,14343.0,1110.0,2658.0,940.088888888889
2013-01-01 02:00:00,593.3918918918918,5785.0,1209.0,7218.0,3985.8586,5448.0,5451.0,35576.9231,2970.0,788.0,19910.0,9431.0,50796.0,31122.2366,4195.0,1534.0,3182.0,2360.0,23368.0,934.0,390.0,600.0,377.0,1071.0,9519.0,14389.0,11994.0,4262.0,5403.0,4963.0,14117.0,1090.0,2571.0,882.3111111111111
2013-01-01 03:00:00,554.054054054054,5764.0,1169.0,7029.0,3829.2929,5078.0,5373.0,35028.5714,2860.0,786.0,18985.0,9510.0,49041.0,28981.1398,4076.0,1565.0,3112.0,2222.0,22445.0,925.0,382.0,611.0,360.0,1000.0,9188.0,14381.0,11843.0,4002.0,5348.0,4673.0,13959.0,1074.0,2555.0,830.7555555555556
2013-01-01 04:00:00,555.1621621621621,5837.0,1155.0,7023.0,3794.9495,4955.0,5260.0,34423.0769,2846.0,793.0,18646.0,9693.0,48634.0,27171.5699,4111.0,1605.0,3125.0,2120.0,22359.0,939.0,383.0,614.0,352.0,1002.0,9125.0,14400.0,11709.0,3852.0,5325.0,4515.0,14228.0,1083.0,2559.0,802.6666666666667
2013-01-01 05:00:00,543.527027027027,5882.0,1185.0,7068.0,3727.2727,4805.0,5186.0,32660.4396,3017.0,804.0,18650.0,9683.0,48739.0,26552.4946,4155.0,1636.0,3197.0,2065.0,22977.0,952.0,373.0,625.0,353.0,981.0,9293.0,14739.0,11746.0,3754.0,5233.0,4461.0,14577.0,1120.0,2590.0,793.0666666666667
2013-01-01 06:00:00,518.5945945945945,6128.0,1197.0,6853.0,3778.7879,4594.0,5132.0,32575.8242,3166.0,822.0,18841.0,9846.0,48782.0,27114.8065,4210.0,1607.0,3224.0,2082.0,23144.0,951.0,386.0,626.0,354.0,936.0,9603.0,15256.0,11516.0,3724.0,5139.0,4397.0,14919.0,1141.0,2518.0,781.6888888888889
2013-01-01 07:00:00,522.4729729729729,6440.0,1306.0,6929.0,3937.3737,4526.0,5140.0,33421.978,3121.0,827.0,18580.0,9818.0,48313.0,27370.6129,4441.0,1569.0,3360.0,2085.0,23245.0,980.0,394.0,665.0,386.0,943.0,9963.0,15609.0,11397.0,3478.0,5170.0,4593.0,15186.0,994.0,2575.0,816.5333333333334
2013-01-01 08:00:00,563.4729729729729,6832.0,1403.0,7133.0,4191.9192,4600.0,5518.0,35819.7802,3288.0,861.0,18762.0,9913.0,50170.0,28052.7527,4692.0,1699.0,3539.0,2053.0,24694.0,1038.0,397.0,697.0,411.0,1017.0,10372.0,15863.0,11948.0,3574.0,5180.0,4916.0,15318.0,1052.0,2721.0,873.9555555555556
2013-01-01 09:00:00,581.2027027027026,7223.0,1465.0,7538.0,4228.2828,4655.0,5861.0,38697.8022,3549.0,893.0,20368.0,10099.0,52016.0,30700.1075,5002.0,1816.0,3726.0,2263.0,26081.0,1082.0,415.0,726.0,431.0,1049.0,11120.0,16330.0,12403.0,3900.0,5151.0,5083.0,15800.0,1080.0,2814.0,903.6444444444445
