utc_timestamp,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,KV
2012-01-01 00:00:00,705.3108108108107,6278.0,1402.0,8249.0,4484.0,5924.0,5625.0,42204.3956,3219.0,802.0,23986.0,9170.0,55978.0,33181.8723,4860.0,1825.0,3529.0,2776.0,26465.0,950.0,515.0,604.0,523.0,1273.0,9818.0,15284.0,13115.0,5196.0,5510.0,5596.0,16206.0,1028.0,2716.0,994.8444444444444
2012-01-01 01:00:00,652.1216216216214,5997.0,1331.0,7745.0,4295.0,5681.0,5531.0,40110.989,3095.0,776.0,22308.0,8983.0,52935.0,32007.4255,4554.0,1700.0,3253.0,2522.0,24834.0,904.0,524.0,617.0,491.0,1177.0,9303.0,15058.0,12438.0,4954.0,5299.0,5268.0,15868.0,982.0,2612.0,936.5333333333334
2012-01-01 02:00:00,613.3378378378377,5652.0,1264.0,7287.0,4087.0,5474.0,5389.0,38796.7033,2957.0,762.0,20815.0,8923.0,49604.0,29754.4468,4287.0,1594.0,3065.0,2296.0,23393.0,876.0,485.0,620.0,464.0,1107.0,8743.0,14838.0,12022.0,4573.0,5157.0,4963.0,15607.0,949.0,2559.0,882.3111111111111
2012-01-01 03:00:00,583.9729729729729,5589.0,1231.0,7023.0,3943.0,5289.0,5262.0,37986.8132,2869.0,764.0,19853.0,8983.0,47091.0,27473.9787,4153.0,1534.0,2997.0,2134.0,22587.0,867.0,481.0,651.0,446.0,1054.0,8442.0,14620.0,11755.0,4277.0,5132.0,4686.0,15570.0,926.0,2530.0,833.0666666666667
2012-01-01 04:00:00,577.8783783783782,5633.0,1229.0,6968.0,3910.0,5285.0,5110.0,36814.2857,2870.0,772.0,19499.0,9149.0,46262.0,25606.4468,4136.0,1517.0,3020.0,2042.0,22593.0,880.0,421.0,642.0,435.0,1043.0,8425.0,14571.0,11700.0,4102.0,5018.0,4443.0,15570.0,927.0,2526.0,789.8666666666667
2012-01-01 05:00:00,574.554054054054,5631.0,1245.0,6999.0,3849.0,4968.0,5093.0,34780.2198,2940.0,783.0,19443.0,9117.0,46014.0,24931.1277,4121.0,1545.0,3084.0,1988.0,23090.0,895.0,479.0,665.0,441.0,1037.0,8543.0,14634.0,11723.0,4009.0,4923.0,4382.0,15764.0,949.0,2571.0,779.0222222222222
2012-01-01 06:00:00,569.5675675675675,5867.0,1271.0,6893.0,3850.0,4734.0,5084.0,35284.6154,3041.0,790.0,19518.0,9299.0,46203.0,25364.5957,4207.0,1520.0,3110.0,1984.0,23162.0,895.0,493.0,627.0,452.0,1028.0,8774.0,14771.0,11489.0,3958.0,4789.0,4388.0,15932.0,983.0,2558.0,780.088888888889
2012-01-01 07:00:00,592.8378378378377,6227.0,1392.0,6990.0,4031.0,4735.0,5081.0,36242.8571,3153.0,790.0,19183.0,9291.0,46139.0,25534.4043,4558.0,1605.0,3225.0,2002.0,23214.0,929.0,421.0,638.0,490.0,1070.0,9111.0,14916.0,11345.0,3702.0,4826.0,4563.0,16122.0,1042.0,2628.0,811.2
2012-01-01 08:00:00,621.6486486486485,6686.0,1485.0,7241.0,4246.0,4897.0,5532.0,38530.7692,3285.0,832.0,19422.0,9374.0,47738.0,26417.7872,5011.0,1760.0,3441.0,1971.0,24918.0,994.0,408.0,701.0,524.0,1122.0,9460.0,15242.0,11795.0,3750.0,4871.0,4825.0,16281.0,1118.0,2781.0,857.7777777777778
2012-01-01 09:00:00,676.4999999999999,7073.0,1566.0,7681.0,4362.0,4891.0,5920.0,41438.4615,3485.0,856.0,20612.0,9536.0,49308.0,29067.2766,5404.0,1896.0,3657.0,2177.0,26696.0,1044.0,450.0,733.0,544.0,1221.0,10146.0,15582.0,12293.0,4096.0,4887.0,5071.0,16636.0,1171.0,2867.0,901.5111111111112
